Standard ID,Standard Description,Skill Name,Skill Description,Source,Relationship
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Plotting Ratios on a Coordinate Plane,N/A,Khan Academy content - Ratios on coordinate plane,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Creating Tape Diagrams for Part-Part-Whole Ratio Problems,N/A,EngageNY Content - Lesson 15: Part-Part-Whole Ratios,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.","Solving More Ratio Problems using Number Lines, Tables, and Tape Diagrams",N/A,EngageNY Content - Lesson 16: Solving More Ratio Problems,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Solving Ratio and Rate Word Problems (General),N/A,IXL Content - S.16 Ratios and rates: word problems,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Determining if Ratios Form a Proportion,N/A,IXL Content - S.17 Do the ratios form a proportion?,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Solving Proportions,N/A,IXL Content - S.18 Solve the proportion,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Solving Scale Drawings: Word Problems,N/A,IXL Content - S.19 Scale drawings: word problems,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Identifying Proportional Relationships from Graphs,N/A,IXL Content - T.1 Identify proportional relationships from graphs,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Identifying Proportional Relationships from Tables,N/A,IXL Content - T.2 Identify proportional relationships from tables,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Identifying Proportional Relationships by Graphing,N/A,IXL Content - T.3 Identify proportional relationships by graphing,exact match
6.RP.A.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",Interpreting Graphs of Proportional Relationships,N/A,IXL Content - T.4 Interpret graphs of proportional relationships,exact match
6.RP.A.3.a,"Make tables of equivalent ratios relating quantities with whole-number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios.",Solving Equivalent Ratio Problems,N/A,EngageNY Content - Lesson 14: Solving Equivalent Ratio Problems,exact match
6.RP.A.3.a,"Make tables of equivalent ratios relating quantities with whole-number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios.",Comparing Ratios: Word Problems,N/A,IXL Content - S.14 Compare ratios: word problems,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Introduction to Percents,N/A,Khan Academy content - Intro to percents,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Finding Percents Visually,N/A,Khan Academy content - Find percents visually,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Understanding Percents from Fraction Models,N/A,Khan Academy content - Percents from fraction models,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.","Relating Fractions, Decimals, and Percents",N/A,"Khan Academy content - Relate fractions, decimals, and percents",exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Converting Percents to Decimals,N/A,Khan Academy content - Convert percents to decimals,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Converting Decimals to Percents,N/A,Khan Academy content - Convert decimals to percents,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Converting Percents to Fractions,N/A,Khan Academy content - Convert percents to fractions,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Using Benchmark Percents,N/A,Khan Academy content - Benchmark percents,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Solving Percent Word Problems,N/A,Khan Academy content - Percent word problems,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Understanding Equivalent Representations of Percent Problems,N/A,Khan Academy content - Equivalent representations of percent problems,exact match
6.RP.A.3.c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",Finding Percents (General),N/A,Khan Academy content - Finding percents,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Understanding Ratios and Units of Measurement,N/A,Khan Academy content - Ratios and units of measurement,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Estimating Customary Measurements,N/A,IXL Content - W.1 Estimate customary measurements,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Estimating Metric Measurements,N/A,IXL Content - W.2 Estimate metric measurements,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Converting and Comparing Customary Units,N/A,IXL Content - W.3 Convert and compare customary units,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,"Converting, Comparing, Adding, and Subtracting Mixed Customary Units",N/A,"IXL Content - W.4 Convert, compare, add, and subtract mixed customary units",exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Multiplying and Dividing Mixed Customary Units,N/A,IXL Content - W.5 Multiply and divide mixed customary units,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Customary Unit Conversions Involving Fractions and Mixed Numbers,N/A,IXL Content - W.6 Customary unit conversions involving fractions and mixed numbers,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Converting and Comparing Metric Units,N/A,IXL Content - W.7 Convert and compare metric units,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Converting Customary and Metric Units using Proportions,N/A,IXL Content - W.8 Convert customary and metric units using proportions,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Converting Between Customary and Metric Systems,N/A,IXL Content - W.9 Convert between customary and metric systems,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Comparing Temperatures Above and Below Zero (Measurement Context),N/A,IXL Content - W.10 Compare temperatures above and below zero,exact match
6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,Converting Between Celsius and Fahrenheit,N/A,IXL Content - W.11 Convert between Celsius and Fahrenheit,exact match
6.SP.A.1,Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers.,Understanding Statistical Questions,N/A,EngageNY - Lesson 2: Statistical Questions,exact match
6.SP.A.1,Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers.,Identifying Statistical Questions,N/A,IXL Content - JJ.1 Identify statistical questions,exact match
6.SP.A.1,Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers.,Recognizing Statistical Questions,N/A,Khan Academy content - Statistical questions,exact match
6.SP.A.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",Describing the Shape of Distributions,N/A,Khan Academy content - Shape of distributions,exact match
6.SP.A.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.","Identifying Clusters, Gaps, & Peaks in Data Distributions",N/A,"Khan Academy content - Clusters, gaps, & peaks in data distributions",exact match
6.SP.A.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",Describing Distributions on Histograms (Shape and Features),N/A,EngageNY - Lesson 8: Describing Distributions on Histograms,exact match
6.SP.A.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",Describing Distributions in Line Plots,N/A,IXL Content - JJ.11 Describe distributions in line plots,exact match
6.SP.A.3,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number.",Interpreting Measures of Center and Variability,N/A,IXL Content - JJ.10 Interpret measures of center and variability,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Representing Data Graphically using Dot Plots,N/A,EngageNY - Lesson 3: Representing Data Graphically,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Dot Plots,N/A,Khan Academy content - Creating dot plots,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Line Plots,N/A,IXL Content - II.1 Create line plots,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating and Interpreting Line Plots with Fractions,N/A,IXL Content - II.3 Create and interpret line plots with fractions,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Histograms,N/A,EngageNY - Lesson 6: Histograms,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Histograms (general),N/A,IXL Content - II.12 Create histograms,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Box Plots,N/A,Khan Academy content - Creating box plots,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Understanding Box Plots,N/A,IXL Content - II.21 Box plots,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Frequency Charts,N/A,IXL Content - II.4 Create frequency charts,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Relative Frequency Tables,N/A,IXL Content - II.6 Create relative frequency tables,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Bar Graphs,N/A,IXL Content - II.7 Create bar graphs,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Percent Bar Graphs,N/A,IXL Content - II.8 Create percent bar graphs,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Double Bar Graphs,N/A,IXL Content - II.10 Create double bar graphs,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Line Graphs,N/A,IXL Content - II.15 Create line graphs,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Double Line Graphs,N/A,IXL Content - II.17 Create double line graphs,exact match
6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",Creating Stem-and-Leaf Plots,N/A,IXL Content - II.19 Create stem-and-leaf plots,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Line Plots,N/A,IXL Content - II.2 Interpret line plots,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Categorical Data,N/A,IXL Content - II.5 Interpret categorical data,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Bar Graphs,N/A,IXL Content - II.9 Interpret bar graphs,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Double Bar Graphs,N/A,IXL Content - II.11 Interpret double bar graphs,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Histograms,N/A,EngageNY - Lesson 7: Using Histograms to Answer Statistical Questions,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Histograms (general),N/A,IXL Content - II.13 Interpret histograms,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Circle Graphs,N/A,IXL Content - II.14 Interpret circle graphs,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Line Graphs,N/A,IXL Content - II.16 Interpret line graphs,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Double Line Graphs,N/A,IXL Content - II.18 Interpret double line graphs,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Interpreting Stem-and-Leaf Plots,N/A,IXL Content - II.20 Interpret stem-and-leaf plots,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Comparing Data Displays,N/A,Khan Academy content - Comparing data displays,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,"Understanding the Effects of Shifting, Adding, & Removing a Data Point on Measures of Center and Variability",N/A,"Khan Academy content - Effects of shifting, adding, & removing a data point",exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,"Analyzing Changes in Mean, Median, Mode, and Range",N/A,"IXL Content - JJ.5 Changes in mean, median, mode, and range",exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Identifying Outliers in Data Sets,N/A,IXL Content - JJ.8 Identify an outlier,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Identifying Outliers and Describing the Effect of Removing Them,N/A,IXL Content - JJ.9 Identify an outlier and describe the effect of removing it,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,Choosing Appropriate Measures of Center and Variation,N/A,IXL Content - JJ.12 Choose appropriate measures of center and variation,exact match
6.SP.B.5,Summarize numerical data sets in relation to their context.,"Identifying Representative, Random, and Biased Samples",N/A,"IXL Content - JJ.13 Identify representative, random, and biased samples",exact match
6.SP.B.5.a,Reporting the number of observations.,Reading Dot Plots & Frequency Tables (Number of Observations),N/A,Khan Academy content - Reading dot plots & frequency tables,subset
6.SP.B.5.a,Reporting the number of observations.,Reading Histograms (Number of Observations),N/A,Khan Academy content - Read histograms,subset
6.SP.B.5.a,Reporting the number of observations.,Understanding Data Set Warm-up (Reporting Observations),N/A,Khan Academy content - Data set warm-up,exact match
6.SP.B.5.b,"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement.",Understanding and Describing Data Sets as Numerical or Categorical,N/A,EngageNY - Lesson 1: Got Data?,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Finding the Mean of a Data Set (Fair Share),N/A,EngageNY - Lesson 9: Interpreting the Mean as Fair Share,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Calculating the Mean,N/A,Khan Academy content - Calculating the mean,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Calculating the Mean from Data Displays,N/A,Khan Academy content - Calculating the mean: data displays,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Finding the Missing Value Given the Mean,N/A,Khan Academy content - Missing value given the mean,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Finding the Median of a Data Set,N/A,EngageNY - Lesson 13: The Median of a Data Set,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Calculating the Median,N/A,Khan Academy content - Calculating the median,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Calculating the Median from Data Displays,N/A,Khan Academy content - Calculating the median: data displays,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Understanding Mean Absolute Deviation (MAD),N/A,EngageNY - Lesson 11: Deviation from the Mean,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Calculating Mean Absolute Deviation,N/A,IXL Content - JJ.6 Calculate mean absolute deviation,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Identifying and Interpreting Quartiles,N/A,EngageNY - Lesson 15: Quartiles and Interquartile Range,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Calculating Quartiles and Interquartile Range,N/A,IXL Content - JJ.7 Calculate quartiles and interquartile range,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",Solving Median & Range Puzzlers,N/A,Khan Academy content - Median & range puzzlers,exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.","Calculating Mean, Median, Mode, and Range",N/A,"IXL Content - JJ.2 Calculate mean, median, mode, and range",exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.","Interpreting Charts and Graphs to Find Mean, Median, Mode, and Range",N/A,"IXL Content - JJ.3 Interpret charts and graphs to find mean, median, mode, and range",exact match
6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.","Finding Missing Numbers Given Mean, Median, Mode, and Range",N/A,"IXL Content - JJ.4 Mean, median, mode, and range: find the missing number",exact match
6.SP.B.5.d,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.,Comparing Mean and Median and Explaining how Distribution Shape Affects Them,N/A,EngageNY - Lesson 14: Comparing Mean and Median,exact match
6.SP.B.5.d,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.,Using Mean and MAD to Make Comparisons of Distributions,N/A,EngageNY - Lesson 12: Using Mean and MAD to Make Comparisons,exact match
