Standard ID,Standard Description,Skill Name,Skill Description,Source,Relationship
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",Describe trends in scatter plots (real-world context),Explain what trends in scatter plots mean in terms of real-world quantities.,Khan Academy Content - Describing trends in scatterplots,Exact match
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.","Identify patterns of association from scatter plots (positive, negative, nonlinear, no association)","Identify various patterns of association in scatter plots, including positive linear, negative linear, nonlinear, and no association.",Khan Academy Content - Positive and negative linear associations from scatter plots,Superset
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",Identify clustering in scatter plots,"Describe instances of data clustering in scatter plots, where data points group together.",EngageNY - Lesson No. 7 Observing More Patterns in Scatter Plots,Exact match
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",Identify outliers in scatter plots,"Identify data points that are outliers in scatter plots, appearing far away from the other data points.","IXL Content - Outliers in scatter plots, EngageNY - Lesson No. 4 Fitting a Line to Data",Exact match
8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",Make predictions with scatter plots (general),Use scatter plots to make predictions based on observed trends.,IXL Content - Make predictions with scatter plots,Exact match
8.SP.A.2,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",Informally fit a straight line to scatter plot data (Eyeballing the line of best fit),"Given a random assortment of points, draw a line of best fit through them informally.","Khan Academy Content - Eyeballing the line of best fit, EngageNY - Lesson No. 4 Fitting a Line to Data, EngageNY - Lesson No. 5 Describing Trends in Scatter Plots",Exact match
8.SP.A.2,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",Identify lines of best fit,"Given a scatter plot with several lines, identify the line that best fits the data.",IXL Content - Identify lines of best fit,Exact match
8.SP.A.2,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",Assess the model fit by judging closeness of data points to the line,Informally assess how well a straight line models the relationship in a scatter plot by judging how close the data points are to the line.,EngageNY - Lesson No. 8 Analyzing Bivariate Data,Exact match
8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",Estimate equations of lines of best fit,Practice estimating the equation of a line of best fit through data points in a scatter plot.,"Khan Academy Content - Estimating equations of lines of best fit, and using them to make predictions",Exact match
8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",Use equations of lines of best fit to make predictions,Use the estimated equation of a line of best fit to make predictions based on the scatter plot data.,"Khan Academy Content - Estimating equations of lines of best fit, and using them to make predictions",Exact match
8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",Estimate slope of line of best fit,"Given a scatter plot, estimate the slope of the line of best fit that goes through the data points.",Khan Academy Content - Estimating slope of line of best fit,Exact match
8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",Interpret slope for linear models in context,Explain the meaning of the slope for lines of best fit on scatter plots in the context of the real-world situation.,"Khan Academy Content - Interpreting slope and y-intercept for linear models, EngageNY - Lesson No. 6 The Slope of a Fitted Line",Exact match
8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",Interpret y-intercept for linear models in context,Explain the meaning of the y-intercept for lines of best fit on scatter plots in the context of the real-world situation.,Khan Academy Content - Interpreting slope and y-intercept for linear models,Exact match
8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",Write equations for lines of best fit,"Given a scatter plot and a line of best fit, write the equation of that line.",IXL Content - Write equations for lines of best fit,Exact match
8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",Interpret lines of best fit: word problems,Interpret and apply information from lines of best fit in word problems related to real-world scenarios.,IXL Content - Interpret lines of best fit: word problems,Exact match
8.SP.A.4,Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables.,Create two-way frequency tables from descriptions/Venn diagrams,"Given a Venn diagram or other information about a relationship between two categorical variables, create a two-way frequency table.",Khan Academy Content - Create two-way frequency tables,Exact match
8.SP.A.4,Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables.,Read two-way frequency tables,Practice interpreting and extracting specific information from cells within two-way frequency tables.,Khan Academy Content - Read two-way frequency tables,Exact match
8.SP.A.4,Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables.,Analyze two-way frequency tables,Practice analyzing two-way frequency tables to understand the joint and marginal frequencies.,Khan Academy Content - Analyze two-way frequency tables,Exact match
8.SP.A.4,Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables.,Interpret two-way tables (general understanding),Demonstrate a general understanding of how two-way tables organize and display bivariate categorical data.,Khan Academy Content - Interpret two-way tables,Exact match
8.SP.A.4,Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables.,Create two-way relative frequency tables,Practice creating two-way relative frequency tables from a two-way frequency table.,Khan Academy Content - Create two-way relative frequency tables,Exact match
